2013-04-29,254.899994,257.010010,249.149994,249.740005,249.740005,7117000
2013-04-30,249.369995,254.679993,248.559998,253.809998,253.809998,4248800
2013-05-01,253.899994,254.199997,245.750000,248.229996,248.229996,4391400
2013-05-02,248.940002,252.929993,245.779999,252.550003,252.550003,3936200
2013-05-03,256.140015,259.250000,254.699997,258.049988,258.049988,3514000
2013-05-06,258.089996,259.500000,253.419998,255.720001,255.720001,2347800
2013-05-07,256.309998,259.739990,252.910004,257.730011,257.730011,3133700
2013-05-08,256.869995,260.299988,255.330002,258.679993,258.679993,2677000
2013-05-09,258.730011,263.549988,256.880005,260.160004,260.160004,2769300
2013-05-10,260.880005,263.649994,260.209991,263.630005,263.630005,3145300
2013-05-13,262.769989,265.880005,262.000000,264.510010,264.510010,2149500
2013-05-14,264.500000,269.399994,264.029999,268.329987,268.329987,2700000
2013-05-15,267.070007,269.049988,264.559998,266.559998,266.559998,2720500
2013-05-16,265.959991,268.429993,263.850006,264.119995,264.119995,1643500
2013-05-17,265.829987,269.980011,265.000000,269.899994,269.899994,2527300
2013-05-20,269.000000,271.790009,266.500000,267.630005,267.630005,2209000
2013-05-21,268.739990,270.769989,267.660004,268.859985,268.859985,1741200
2013-05-22,267.390015,267.589996,260.799988,262.959991,262.959991,3332000
2013-05-23,260.489990,263.170013,259.589996,261.799988,261.799988,2000300
2013-05-24,259.850006,261.929993,258.339996,261.739990,261.739990,1696300
2013-05-28,266.480011,271.100006,266.000000,267.290009,267.290009,3471000
2013-05-29,265.459991,268.250000,264.839996,265.529999,265.529999,1903400
2013-05-30,265.709991,268.570007,265.609985,266.829987,266.829987,1667500
2013-05-31,266.000000,271.910004,265.940002,269.200012,269.200012,3374300
2013-06-03,268.959991,269.109985,262.950012,266.880005,266.880005,2543900
2013-06-04,267.000000,268.880005,263.019989,265.700012,265.700012,2088600
2013-06-05,265.809998,271.660004,265.019989,267.170013,267.170013,3512300
2013-06-06,267.750000,270.500000,264.209991,267.829987,267.829987,2476300
2013-06-07,269.739990,280.100006,269.130005,276.869995,276.869995,4632600
2013-06-10,276.679993,282.470001,275.239990,281.070007,281.070007,3086500
2013-06-11,276.000000,278.410004,274.239990,274.779999,274.779999,3097800
2013-06-12,276.600006,276.799988,270.450012,271.670013,271.670013,2238900
2013-06-13,271.500000,276.799988,270.290009,275.790009,275.790009,2649800
2013-06-14,275.000000,277.070007,273.440002,273.989990,273.989990,2150800
2013-06-17,276.350006,280.200012,275.649994,278.059998,278.059998,2884000
2013-06-18,279.079987,282.910004,278.109985,281.760010,281.760010,2146100
2013-06-19,281.260010,283.339996,277.869995,278.160004,278.160004,2827500
2013-06-20,275.140015,278.600006,272.390015,273.440002,273.440002,2984000
2013-06-21,274.570007,275.839996,269.790009,273.359985,273.359985,4201000
2013-06-24,271.290009,273.160004,265.000000,270.609985,270.609985,3863800
2013-06-25,272.299988,273.470001,269.000000,272.089996,272.089996,2449600
2013-06-26,273.980011,277.980011,273.500000,277.570007,277.570007,3029500
2013-06-27,279.179993,280.200012,274.540009,277.549988,277.549988,2519500
2013-06-28,276.190002,279.829987,276.190002,277.690002,277.690002,3193300
2013-07-01,279.000000,283.290009,277.160004,282.100006,282.100006,2888200
2013-07-02,281.040009,286.579987,280.589996,283.730011,283.730011,3238200
2013-07-03,282.000000,285.399994,282.000000,284.029999,284.029999,1373000
2013-07-05,285.000000,286.380005,282.070007,285.880005,285.880005,1985400
2013-07-08,286.420013,291.670013,286.140015,290.589996,290.589996,3046700
2013-07-09,291.000000,292.570007,288.010010,291.529999,291.529999,2775600
2013-07-10,291.410004,293.339996,289.399994,292.329987,292.329987,1810200
2013-07-11,294.989990,300.690002,292.100006,299.660004,299.660004,4007300
2013-07-12,298.690002,307.549988,298.500000,307.549988,307.549988,4539300
2013-07-15,307.269989,307.989990,304.350006,306.570007,306.570007,2245600
2013-07-16,307.299988,309.390015,305.510010,306.869995,306.869995,2660200
2013-07-17,306.970001,308.799988,305.690002,308.690002,308.690002,2029700
2013-07-18,306.269989,306.339996,301.869995,304.109985,304.109985,3063800
2013-07-19,304.390015,305.790009,301.910004,305.230011,305.230011,2973100
2013-07-22,309.250000,309.250000,302.000000,303.480011,303.480011,2520700
2013-07-23,303.160004,305.059998,300.559998,301.059998,301.059998,1999600
2013-07-24,303.019989,303.839996,298.040009,298.940002,298.940002,2000500
2013-07-25,299.000000,304.500000,296.750000,303.399994,303.399994,5405800
2013-07-26,299.549988,313.619995,295.549988,312.010010,312.010010,8817500
2013-07-29,311.070007,313.000000,305.899994,306.100006,306.100006,3211800
2013-07-30,307.720001,309.779999,301.570007,302.410004,302.410004,3053400
2013-07-31,303.910004,305.149994,301.000000,301.220001,301.220001,1891300
2013-08-01,303.079987,306.209991,298.899994,305.570007,305.570007,2971700
2013-08-02,304.630005,305.329987,301.500000,304.209991,304.209991,2502600
2013-08-05,303.399994,303.619995,298.299988,300.989990,300.989990,2233200
2013-08-06,300.510010,301.359985,297.519989,300.750000,300.750000,1849000
2013-08-07,300.149994,300.989990,296.149994,296.910004,296.910004,1961000
2013-08-08,298.519989,298.519989,292.549988,295.739990,295.739990,2343400
2013-08-09,295.679993,299.269989,294.299988,297.260010,297.260010,1950300
2013-08-12,295.790009,299.079987,295.260010,296.690002,296.690002,1504500
2013-08-13,295.880005,296.369995,290.670013,293.970001,293.970001,2349900
2013-08-14,294.290009,294.290009,290.540009,291.339996,291.339996,1415000
2013-08-15,288.790009,289.299988,285.149994,286.470001,286.470001,2261400
2013-08-16,286.549988,288.329987,284.500000,284.820007,284.820007,2422500
2013-08-19,285.190002,289.559998,283.480011,285.570007,285.570007,2477400
2013-08-20,285.880005,289.510010,285.739990,287.089996,287.089996,1586300
2013-08-21,285.089996,288.500000,283.829987,284.570007,284.570007,1815300
2013-08-22,284.799988,289.869995,284.799988,289.730011,289.730011,1422600
2013-08-23,291.209991,291.500000,287.899994,290.010010,290.010010,1961900
2013-08-26,290.429993,291.049988,285.619995,286.209991,286.209991,1711700
2013-08-27,283.869995,285.279999,279.739990,280.929993,280.929993,2476000
2013-08-28,280.359985,283.000000,279.329987,281.579987,281.579987,1457100
2013-08-29,281.450012,285.980011,280.000000,283.980011,283.980011,1566400
2013-08-30,284.589996,284.869995,280.000000,280.980011,280.980011,1534700
2013-09-03,284.730011,291.390015,284.170013,288.799988,288.799988,2897600
2013-09-04,288.329987,295.230011,287.579987,293.640015,293.640015,2438600
2013-09-05,293.630005,297.000000,292.709991,294.100006,294.100006,1816600
2013-09-06,295.329987,298.880005,290.799988,295.859985,295.859985,2292000
2013-09-09,297.220001,299.959991,296.600006,299.709991,299.709991,1643600
2013-09-10,300.549988,301.000000,297.220001,300.359985,300.359985,1778400
2013-09-11,298.910004,301.859985,297.839996,299.640015,299.640015,1742600
2013-09-12,299.390015,302.000000,297.660004,298.859985,298.859985,1606200
2013-09-13,300.140015,300.220001,296.200012,297.920013,297.920013,1350600
2013-09-16,299.820007,301.000000,295.260010,296.059998,296.059998,1808400
2013-09-17,297.630005,304.649994,296.010010,304.170013,304.170013,2296500
2013-09-18,304.059998,312.739990,302.910004,312.029999,312.029999,2946400
2013-09-19,313.769989,314.540009,311.040009,312.059998,312.059998,2350900
2013-09-20,312.540009,320.570007,312.410004,316.339996,316.339996,5302300
2013-09-23,314.010010,315.899994,308.769989,311.489990,311.489990,1884900
2013-09-24,312.429993,318.079987,311.279999,314.130005,314.130005,2033600
2013-09-25,314.529999,316.709991,310.750000,312.649994,312.649994,2008600
2013-09-26,313.899994,319.369995,313.260010,318.119995,318.119995,1989900
2013-09-27,316.920013,317.209991,313.350006,316.010010,316.010010,1657500
2013-09-30,313.410004,315.309998,311.059998,312.640015,312.640015,1623600
2013-10-01,314.220001,321.000000,313.649994,320.950012,320.950012,2396400
2013-10-02,318.040009,321.730011,317.519989,320.510010,320.510010,2217400
2013-10-03,320.390015,322.920013,313.019989,314.760010,314.760010,2674800
2013-10-04,315.130005,319.200012,312.619995,319.040009,319.040009,1815000
2013-10-07,315.239990,315.339996,309.739990,310.029999,310.029999,2083200
2013-10-08,311.500000,311.549988,300.269989,303.230011,303.230011,3166200
2013-10-09,303.420013,303.500000,296.500000,298.230011,298.230011,3247400
2013-10-10,304.630005,306.700012,302.589996,305.170013,305.170013,2555100
2013-10-11,304.769989,310.929993,303.839996,310.890015,310.890015,2163100
2013-10-14,309.220001,311.649994,307.000000,310.700012,310.700012,1939100
2013-10-15,309.869995,310.790009,305.260010,306.399994,306.399994,2261100
2013-10-16,308.380005,310.799988,305.549988,310.489990,310.489990,2170700
2013-10-17,307.070007,311.000000,305.239990,310.769989,310.769989,2648400
2013-10-18,319.359985,331.890015,316.750000,328.929993,328.929993,5969800
2013-10-21,329.890015,330.000000,323.799988,326.440002,326.440002,2522300
2013-10-22,327.720001,337.109985,325.679993,332.540009,332.540009,3935500
2013-10-23,330.839996,331.720001,324.059998,326.760010,326.760010,2818200
2013-10-24,329.630005,332.649994,326.750000,332.209991,332.209991,5884700
2013-10-25,358.600006,368.399994,352.619995,363.390015,363.390015,12036800
2013-10-28,359.920013,362.750000,357.200012,358.160004,358.160004,3635800
2013-10-29,358.959991,362.890015,356.290009,362.700012,362.700012,2185400
2013-10-30,362.619995,365.000000,358.649994,361.079987,361.079987,4502200
2013-10-31,361.730011,366.000000,359.000000,364.029999,364.029999,2466800
2013-11-01,365.630005,365.769989,356.100006,359.000000,359.000000,3331000
2013-11-04,360.119995,361.000000,354.399994,358.739990,358.739990,1938400
2013-11-05,356.779999,360.170013,354.839996,358.890015,358.890015,2007100
2013-11-06,360.450012,362.869995,354.500000,356.179993,356.179993,2282300
2013-11-07,355.859985,357.899994,341.880005,343.559998,343.559998,4246300
2013-11-08,345.950012,351.049988,344.040009,350.309998,350.309998,2656900
2013-11-11,350.589996,355.369995,348.059998,354.380005,354.380005,2261700
2013-11-12,352.989990,355.480011,347.279999,349.529999,349.529999,2343100
2013-11-13,347.399994,356.220001,345.679993,356.220001,356.220001,2773300
2013-11-14,357.390015,368.940002,356.429993,367.399994,367.399994,4159800
2013-11-15,367.630005,372.899994,365.549988,369.170013,369.170013,4491600
2013-11-18,370.279999,373.489990,364.670013,366.179993,366.179993,2737400
2013-11-19,365.820007,368.779999,362.500000,364.940002,364.940002,1904800
2013-11-20,367.559998,367.559998,360.450012,362.570007,362.570007,1771500
2013-11-21,364.049988,369.250000,363.299988,368.920013,368.920013,1964600
2013-11-22,370.000000,374.500000,366.309998,372.309998,372.309998,2965500
2013-11-25,373.820007,377.790009,373.179993,376.640015,376.640015,2972300
2013-11-26,377.609985,382.500000,374.820007,381.369995,381.369995,2724400
2013-11-27,383.500000,387.000000,382.609985,386.709991,386.709991,2269700
2013-11-29,389.100006,394.100006,388.619995,393.619995,393.619995,2406000
2013-12-02,399.000000,399.000000,389.100006,392.299988,392.299988,4714000
2013-12-03,390.109985,390.950012,383.100006,384.660004,384.660004,3702900
2013-12-04,383.500000,389.690002,381.489990,385.959991,385.959991,2355300
2013-12-05,386.649994,386.649994,381.369995,384.489990,384.489990,1906500
2013-12-06,388.350006,388.350006,383.829987,386.950012,386.950012,1984700
2013-12-09,388.109985,388.209991,382.570007,384.890015,384.890015,2761800
2013-12-10,383.739990,389.059998,383.019989,387.779999,387.779999,2736800
2013-12-11,387.339996,388.980011,382.000000,382.190002,382.190002,2451300
2013-12-12,381.260010,385.000000,379.500000,381.250000,381.250000,2123700
2013-12-13,385.320007,389.420013,383.799988,384.239990,384.239990,3025000
2013-12-16,385.029999,391.700012,385.000000,388.970001,388.970001,2251700
2013-12-17,390.649994,391.359985,386.500000,387.649994,387.649994,2343900
2013-12-18,389.230011,396.299988,383.100006,395.959991,395.959991,3489100
2013-12-19,394.269989,397.290009,392.600006,395.190002,395.190002,2427200
2013-12-20,396.549988,404.720001,395.779999,402.200012,402.200012,5033900
2013-12-23,403.690002,405.000000,399.200012,402.920013,402.920013,2659500
2013-12-24,402.519989,403.720001,396.369995,399.200012,399.200012,1380400
2013-12-26,401.790009,404.519989,396.809998,404.390015,404.390015,1868500
2013-12-27,404.649994,405.630005,396.250000,398.079987,398.079987,1986900
2013-12-30,399.410004,399.920013,392.450012,393.369995,393.369995,2487100
2013-12-31,394.579987,398.829987,393.799988,398.790009,398.790009,1996500
2014-01-02,398.799988,399.359985,394.019989,397.970001,397.970001,2137800
2014-01-03,398.290009,402.709991,396.220001,396.440002,396.440002,2210200
2014-01-06,395.850006,397.000000,388.420013,393.630005,393.630005,3170600
2014-01-07,395.040009,398.470001,394.290009,398.029999,398.029999,1916000
2014-01-08,398.470001,403.000000,396.040009,401.920013,401.920013,2316500
2014-01-09,403.709991,406.890015,398.440002,401.010010,401.010010,2103000
2014-01-10,402.529999,403.760010,393.799988,397.660004,397.660004,2679500
2014-01-13,397.980011,399.779999,388.450012,390.980011,390.980011,2844900
2014-01-14,392.130005,398.630005,391.290009,397.540009,397.540009,2340100
2014-01-15,398.940002,399.309998,392.529999,395.869995,395.869995,2678300
2014-01-16,393.679993,399.290009,389.410004,395.799988,395.799988,2601200
2014-01-17,394.260010,403.489990,393.660004,399.609985,399.609985,4505100
2014-01-21,403.000000,407.799988,401.600006,407.049988,407.049988,3122100
2014-01-22,408.000000,408.059998,402.000000,404.540009,404.540009,2060500
2014-01-23,401.000000,406.170013,397.790009,399.869995,399.869995,3025400
2014-01-24,398.160004,400.200012,387.269989,387.600006,387.600006,4458400
2014-01-27,390.500000,394.100006,380.489990,386.279999,386.279999,3936800
2014-01-28,387.399994,394.739990,387.119995,394.429993,394.429993,2894500
2014-01-29,392.160004,392.850006,383.239990,384.200012,384.200012,3382300
2014-01-30,393.769989,406.250000,387.700012,403.010010,403.010010,10473900
